show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_num,duration_unit,genres,year_added,month_added,director_norm,first_director,is_movie,num_genres,title_word_count,is_recent_added,quarter_added,month_name,desc_for_rec
s8706,Movie,We Need to Talk,David Serrano,Spain,01-09-2016,2016,TV-MA,91 min,"Comedies, International Movies, Romantic Movies",91,min,"['Comedies', ' International Movies', ' Romantic Movies']",2016,9,david serrano,david serrano,1,3,4,0,2016Q3,September,"We Need to Talk Comedies, International Movies, Romantic Movies"
s8707,Movie,We the Animals,Jeremiah Zagar,United States,11-02-2019,2018,R,93 min,"Dramas, Independent Movies",93,min,"['Dramas', ' Independent Movies']",2019,2,jeremiah zagar,jeremiah zagar,1,2,3,1,2019Q1,February,"We the Animals Dramas, Independent Movies"
s8708,Movie,"We, the Marines",Greg MacGillivray,United States,01-07-2018,2017,TV-PG,38 min,"Documentaries, International Movies",38,min,"['Documentaries', ' International Movies']",2018,7,greg macgillivray,greg macgillivray,1,2,3,0,2018Q3,July,"We, the Marines Documentaries, International Movies"
s8709,Movie,We're No Animals,Alejandro Agresti,United States,15-08-2017,2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies",94,min,"['Comedies', ' Dramas', ' Independent Movies']",2017,8,alejandro agresti,alejandro agresti,1,3,3,0,2017Q3,August,"We're No Animals Comedies, Dramas, Independent Movies"
s8710,Movie,Weather forecast,Antoni Krauze,Poland,01-10-2019,1983,TV-MA,91 min,"Dramas, International Movies",91,min,"['Dramas', ' International Movies']",2019,10,antoni krauze,antoni krauze,1,2,2,1,2019Q4,October,"Weather forecast Dramas, International Movies"
s855,Movie,Creating an Army of the Dead,Not Given,Pakistan,21-05-2021,2021,TV-MA,29 min,Documentaries,29,min,['Documentaries'],2021,5,not given,not given,1,1,6,1,2021Q2,May,Creating an Army of the Dead Documentaries
s8712,Movie,Weeds on Fire,Chi Fat Chan,Hong Kong,27-09-2018,2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies",95,min,"['Dramas', ' Independent Movies', ' International Movies']",2018,9,chi fat chan,chi fat chan,1,3,3,0,2018Q3,September,"Weeds on Fire Dramas, Independent Movies, International Movies"
s8719,Movie,Westside vs. the World,Michael Fahey,Not Given,09-08-2019,2019,TV-MA,96 min,"Documentaries, Sports Movies",96,min,"['Documentaries', ' Sports Movies']",2019,8,michael fahey,michael fahey,1,2,4,1,2019Q3,August,"Westside vs. the World Documentaries, Sports Movies"
s8714,Movie,Welcome 2 Karachi,Ashish R. Mohan,India,01-03-2018,2015,TV-MA,124 min,"Comedies, International Movies",124,min,"['Comedies', ' International Movies']",2018,3,ashish r. mohan,ashish r. mohan,1,2,3,0,2018Q1,March,"Welcome 2 Karachi Comedies, International Movies"
s8715,Movie,Welcome to Monster High: The Origin Story,"Stephen Donnelly, Olly Reid, Jun Falkenstein",United States,01-10-2017,2016,TV-Y7,73 min,Children & Family Movies,73,min,['Children & Family Movies'],2017,10,"stephen donnelly, olly reid, jun falkenstein",stephen donnelly,1,1,7,0,2017Q4,October,Welcome to Monster High: The Origin Story Children & Family Movies
s8716,Movie,Welcome to New York,Abel Ferrara,United States,23-03-2017,2014,R,108 min,"Dramas, Independent Movies",108,min,"['Dramas', ' Independent Movies']",2017,3,abel ferrara,abel ferrara,1,2,4,0,2017Q1,March,"Welcome to New York Dramas, Independent Movies"
s8717,Movie,Welcome to Willits,Trevor Ryan,United States,06-02-2018,2017,TV-MA,84 min,"Comedies, Horror Movies, Independent Movies",84,min,"['Comedies', ' Horror Movies', ' Independent Movies']",2018,2,trevor ryan,trevor ryan,1,3,3,0,2018Q1,February,"Welcome to Willits Comedies, Horror Movies, Independent Movies"
s8718,Movie,Westerplatte Resists,Stanisław Różewicz,Poland,01-10-2019,1967,TV-MA,93 min,"Classic Movies, Dramas, International Movies",93,min,"['Classic Movies', ' Dramas', ' International Movies']",2019,10,stanisław różewicz,stanisław różewicz,1,3,2,1,2019Q4,October,"Westerplatte Resists Classic Movies, Dramas, International Movies"
s8720,Movie,What a Wonderful Family!,Huang Lei,China,01-07-2018,2017,TV-14,102 min,"Comedies, Dramas, International Movies",102,min,"['Comedies', ' Dramas', ' International Movies']",2018,7,huang lei,huang lei,1,3,4,0,2018Q3,July,"What a Wonderful Family! Comedies, Dramas, International Movies"
s8723,Movie,What Lies Beneath,Robert Zemeckis,United States,01-01-2020,2000,PG-13,130 min,"Horror Movies, Thrillers",130,min,"['Horror Movies', ' Thrillers']",2020,1,robert zemeckis,robert zemeckis,1,2,3,1,2020Q1,January,"What Lies Beneath Horror Movies, Thrillers"
s8724,Movie,What Makes a Psychopath?,Rebecca Harrison,United Kingdom,01-02-2019,2017,TV-14,52 min,Documentaries,52,min,['Documentaries'],2019,2,rebecca harrison,rebecca harrison,1,1,4,1,2019Q1,February,What Makes a Psychopath? Documentaries
s8725,Movie,What Still Remains,Josh Mendoza,United States,21-12-2018,2018,TV-14,91 min,"Dramas, Thrillers",91,min,"['Dramas', ' Thrillers']",2018,12,josh mendoza,josh mendoza,1,2,3,0,2018Q4,December,"What Still Remains Dramas, Thrillers"
s8726,Movie,What's Up With Love?,"Rudy Soedjarwo, Riri Riza",Indonesia,08-12-2018,2002,R,110 min,"Dramas, International Movies, Romantic Movies",110,min,"['Dramas', ' International Movies', ' Romantic Movies']",2018,12,"rudy soedjarwo, riri riza",rudy soedjarwo,1,3,4,0,2018Q4,December,"What's Up With Love? Dramas, International Movies, Romantic Movies"
s926,TV Show,Angelina Ballerina,Not Given,Pakistan,01-05-2021,2010,TV-Y,2 Seasons,"British TV Shows, Kids' TV",2,Seasons,"['British TV Shows', "" Kids' TV""]",2021,5,not given,not given,0,2,2,1,2021Q2,May,"Angelina Ballerina British TV Shows, Kids' TV"
s8728,Movie,When Hari Got Married,"Ritu Sarin, Tenzing Sonam",United Kingdom,25-12-2016,2013,NR,75 min,"Documentaries, International Movies",75,min,"['Documentaries', ' International Movies']",2016,12,"ritu sarin, tenzing sonam",ritu sarin,1,2,4,0,2016Q4,December,"When Hari Got Married Documentaries, International Movies"
s8729,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",Peru,30-11-2016,2016,TV-14,103 min,"Documentaries, International Movies",103,min,"['Documentaries', ' International Movies']",2016,11,"heidi brandenburg, mathew orzel",heidi brandenburg,1,2,4,0,2016Q4,November,"When Two Worlds Collide Documentaries, International Movies"
s8730,Movie,Where the Money Is,Marek Kanievska,Germany,15-01-2020,2000,PG-13,89 min,"Action & Adventure, Comedies, Dramas",89,min,"['Action & Adventure', ' Comedies', ' Dramas']",2020,1,marek kanievska,marek kanievska,1,3,4,1,2020Q1,January,"Where the Money Is Action & Adventure, Comedies, Dramas"
s8731,Movie,Where's the Money,Scott Zabielski,United States,22-01-2018,2017,R,86 min,Comedies,86,min,['Comedies'],2018,1,scott zabielski,scott zabielski,1,1,3,0,2018Q1,January,Where's the Money Comedies
s8732,Movie,While We're Young,Noah Baumbach,United States,23-10-2017,2015,R,97 min,"Comedies, Dramas, Independent Movies",97,min,"['Comedies', ' Dramas', ' Independent Movies']",2017,10,noah baumbach,noah baumbach,1,3,3,0,2017Q4,October,"While We're Young Comedies, Dramas, Independent Movies"
s8733,Movie,White Chamber,Paul Raschid,United Kingdom,01-08-2019,2018,TV-MA,89 min,"Sci-Fi & Fantasy, Thrillers",89,min,"['Sci-Fi & Fantasy', ' Thrillers']",2019,8,paul raschid,paul raschid,1,2,2,1,2019Q3,August,"White Chamber Sci-Fi & Fantasy, Thrillers"
s8734,Movie,White Island,Benjamin Turner,United Kingdom,25-09-2017,2016,TV-MA,91 min,"Comedies, Independent Movies, Thrillers",91,min,"['Comedies', ' Independent Movies', ' Thrillers']",2017,9,benjamin turner,benjamin turner,1,3,2,0,2017Q3,September,"White Island Comedies, Independent Movies, Thrillers"
s8735,Movie,Who the F**k Is That Guy?,Drew Stone,United States,01-09-2017,2017,TV-MA,78 min,"Documentaries, LGBTQ Movies, Music & Musicals",78,min,"['Documentaries', ' LGBTQ Movies', ' Music & Musicals']",2017,9,drew stone,drew stone,1,3,6,0,2017Q3,September,"Who the F**k Is That Guy? Documentaries, LGBTQ Movies, Music & Musicals"
s8736,Movie,Who's That Knocking at My Door?,Martin Scorsese,United States,01-07-2019,1967,R,90 min,"Classic Movies, Dramas, Independent Movies",90,min,"['Classic Movies', ' Dramas', ' Independent Movies']",2019,7,martin scorsese,martin scorsese,1,3,6,1,2019Q3,July,"Who's That Knocking at My Door? Classic Movies, Dramas, Independent Movies"
s8738,Movie,Why Are We Getting So Fat?,"Milla Harrison-Hansley, Alicky Sussman",United Kingdom,01-02-2019,2016,TV-14,50 min,Documentaries,50,min,['Documentaries'],2019,2,"milla harrison-hansley, alicky sussman",milla harrison-hansley,1,1,6,1,2019Q1,February,Why Are We Getting So Fat? Documentaries
s8739,Movie,Why Knot,Dhruv Dhawan,Canada,15-10-2017,2016,TV-MA,84 min,Documentaries,84,min,['Documentaries'],2017,10,dhruv dhawan,dhruv dhawan,1,1,2,0,2017Q4,October,Why Knot Documentaries
s8740,Movie,Why We Fight: The Battle of Russia,"Frank Capra, Anatole Litvak",United States,31-03-2017,1943,TV-PG,82 min,Documentaries,82,min,['Documentaries'],2017,3,"frank capra, anatole litvak",frank capra,1,1,7,0,2017Q1,March,Why We Fight: The Battle of Russia Documentaries
s8743,Movie,Wild Wild West,Barry Sonnenfeld,United States,01-01-2020,1999,PG-13,106 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",106,min,"['Action & Adventure', ' Comedies', ' Sci-Fi & Fantasy']",2020,1,barry sonnenfeld,barry sonnenfeld,1,3,3,1,2020Q1,January,"Wild Wild West Action & Adventure, Comedies, Sci-Fi & Fantasy"
s8744,Movie,Wildlife,Paul Dano,United States,01-09-2020,2018,PG-13,105 min,"Dramas, Independent Movies",105,min,"['Dramas', ' Independent Movies']",2020,9,paul dano,paul dano,1,2,1,1,2020Q3,September,"Wildlife Dramas, Independent Movies"
s8745,Movie,Williams,Morgan Matthews,United Kingdom,04-11-2017,2017,TV-MA,105 min,"Documentaries, International Movies, Sports Movies",105,min,"['Documentaries', ' International Movies', ' Sports Movies']",2017,11,morgan matthews,morgan matthews,1,3,1,0,2017Q4,November,"Williams Documentaries, International Movies, Sports Movies"
s8746,Movie,Willy Wonka & the Chocolate Factory,Mel Stuart,United States,01-01-2020,1971,G,100 min,"Children & Family Movies, Classic Movies, Comedies",100,min,"['Children & Family Movies', ' Classic Movies', ' Comedies']",2020,1,mel stuart,mel stuart,1,3,6,1,2020Q1,January,"Willy Wonka & the Chocolate Factory Children & Family Movies, Classic Movies, Comedies"
s8747,Movie,Winnie,Pascale Lamche,France,26-02-2018,2017,TV-14,85 min,"Documentaries, International Movies",85,min,"['Documentaries', ' International Movies']",2018,2,pascale lamche,pascale lamche,1,2,1,0,2018Q1,February,"Winnie Documentaries, International Movies"
s71,TV Show,Too Hot To Handle: Latino,Not Given,Pakistan,15-09-2021,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",1,Season,"['International TV Shows', ' Reality TV', ' Romantic TV Shows']",2021,9,not given,not given,0,3,5,1,2021Q3,September,"Too Hot To Handle: Latino International TV Shows, Reality TV, Romantic TV Shows"
s8749,Movie,Winter of Our Dreams,John Duigan,Australia,01-11-2016,1981,NR,86 min,"Classic Movies, Dramas",86,min,"['Classic Movies', ' Dramas']",2016,11,john duigan,john duigan,1,2,4,0,2016Q4,November,"Winter of Our Dreams Classic Movies, Dramas"
s8760,Movie,World's Weirdest Homes,Storm Theunissen,Not Given,01-02-2019,2015,TV-PG,49 min,Movies,49,min,['Movies'],2019,2,storm theunissen,storm theunissen,1,1,3,1,2019Q1,February,World's Weirdest Homes Movies
s8751,Movie,Winter's Bone,Debra Granik,United States,01-03-2019,2010,R,100 min,"Dramas, Independent Movies",100,min,"['Dramas', ' Independent Movies']",2019,3,debra granik,debra granik,1,2,2,1,2019Q1,March,"Winter's Bone Dramas, Independent Movies"
s8752,Movie,Wish I Was Here,Zach Braff,United States,16-08-2018,2014,R,106 min,"Comedies, Dramas, Independent Movies",106,min,"['Comedies', ' Dramas', ' Independent Movies']",2018,8,zach braff,zach braff,1,3,4,0,2018Q3,August,"Wish I Was Here Comedies, Dramas, Independent Movies"
s8753,Movie,Wish Man,Theo Davies,United States,03-12-2019,2019,TV-14,108 min,"Children & Family Movies, Dramas",108,min,"['Children & Family Movies', ' Dramas']",2019,12,theo davies,theo davies,1,2,2,1,2019Q4,December,"Wish Man Children & Family Movies, Dramas"
s8754,Movie,Withdrawn,Adrian Murray,Canada,01-05-2018,2017,TV-MA,74 min,"Dramas, Independent Movies",74,min,"['Dramas', ' Independent Movies']",2018,5,adrian murray,adrian murray,1,2,1,0,2018Q2,May,"Withdrawn Dramas, Independent Movies"
s8755,Movie,Wolves,Bart Freundlich,United States,29-03-2019,2016,R,109 min,"Dramas, Independent Movies, Sports Movies",109,min,"['Dramas', ' Independent Movies', ' Sports Movies']",2019,3,bart freundlich,bart freundlich,1,3,1,1,2019Q1,March,"Wolves Dramas, Independent Movies, Sports Movies"
s8757,Movie,Woodstock,Barak Goodman,United States,13-08-2019,2019,TV-MA,97 min,"Documentaries, Music & Musicals",97,min,"['Documentaries', ' Music & Musicals']",2019,8,barak goodman,barak goodman,1,2,1,1,2019Q3,August,"Woodstock Documentaries, Music & Musicals"
s8758,Movie,World Trade Center,Oliver Stone,United States,20-11-2019,2006,PG-13,129 min,"Action & Adventure, Dramas",129,min,"['Action & Adventure', ' Dramas']",2019,11,oliver stone,oliver stone,1,2,3,1,2019Q4,November,"World Trade Center Action & Adventure, Dramas"
s8761,Movie,Would You Rather,David Guy Levy,United States,05-06-2019,2013,TV-MA,93 min,"Horror Movies, Independent Movies, Thrillers",93,min,"['Horror Movies', ' Independent Movies', ' Thrillers']",2019,6,david guy levy,david guy levy,1,3,3,1,2019Q2,June,"Would You Rather Horror Movies, Independent Movies, Thrillers"
s8762,Movie,Wrong No.,Yasir Nawaz,Pakistan,01-07-2017,2015,TV-14,133 min,"Comedies, International Movies, Romantic Movies",133,min,"['Comedies', ' International Movies', ' Romantic Movies']",2017,7,yasir nawaz,yasir nawaz,1,3,2,0,2017Q3,July,"Wrong No. Comedies, International Movies, Romantic Movies"
s8763,Movie,Wrong Side Raju,Mikhil Musale,India,01-10-2017,2016,TV-MA,140 min,"Dramas, International Movies",140,min,"['Dramas', ' International Movies']",2017,10,mikhil musale,mikhil musale,1,2,3,0,2017Q4,October,"Wrong Side Raju Dramas, International Movies"
s8764,Movie,WWII: Report from the Aleutians,John Huston,United States,31-03-2017,1943,TV-PG,45 min,Documentaries,45,min,['Documentaries'],2017,3,john huston,john huston,1,1,5,0,2017Q1,March,WWII: Report from the Aleutians Documentaries
s8765,Movie,Wyatt Earp,Lawrence Kasdan,United States,01-01-2020,1994,PG-13,191 min,Action & Adventure,191,min,['Action & Adventure'],2020,1,lawrence kasdan,lawrence kasdan,1,1,2,1,2020Q1,January,Wyatt Earp Action & Adventure
s8766,Movie,XX,"Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama",Canada,22-06-2017,2017,R,81 min,Horror Movies,81,min,['Horror Movies'],2017,6,"jovanka vuckovic, annie clark, roxanne benjamin, karyn kusama",jovanka vuckovic,1,1,1,0,2017Q2,June,XX Horror Movies
s8767,Movie,XXx,Rob Cohen,United States,01-01-2019,2002,PG-13,124 min,"Action & Adventure, Sports Movies",124,min,"['Action & Adventure', ' Sports Movies']",2019,1,rob cohen,rob cohen,1,2,1,1,2019Q1,January,"XXx Action & Adventure, Sports Movies"
s8768,Movie,XXX: State of the Union,Lee Tamahori,United States,01-01-2019,2005,PG-13,101 min,Action & Adventure,101,min,['Action & Adventure'],2019,1,lee tamahori,lee tamahori,1,1,5,1,2019Q1,January,XXX: State of the Union Action & Adventure
s8769,Movie,Y Tu Mamá También,Alfonso Cuarón,Mexico,01-06-2017,2001,R,106 min,"Dramas, Independent Movies, International Movies",106,min,"['Dramas', ' Independent Movies', ' International Movies']",2017,6,alfonso cuarón,alfonso cuarón,1,3,4,0,2017Q2,June,"Y Tu Mamá También Dramas, Independent Movies, International Movies"
s8770,Movie,Y.M.I.: Yeh Mera India,N. Chandra,India,01-03-2018,2008,TV-MA,137 min,"Dramas, Independent Movies, International Movies",137,min,"['Dramas', ' Independent Movies', ' International Movies']",2018,3,n. chandra,n. chandra,1,3,4,0,2018Q1,March,"Y.M.I.: Yeh Mera India Dramas, Independent Movies, International Movies"
s8771,Movie,Yaadein,Subhash Ghai,India,01-03-2018,2001,TV-14,171 min,"Dramas, International Movies, Romantic Movies",171,min,"['Dramas', ' International Movies', ' Romantic Movies']",2018,3,subhash ghai,subhash ghai,1,3,1,0,2018Q1,March,"Yaadein Dramas, International Movies, Romantic Movies"
s8772,Movie,Yaara O Dildaara,Ksshitij Chaudhary,India,01-11-2017,2011,TV-14,132 min,"Dramas, International Movies, Music & Musicals",132,min,"['Dramas', ' International Movies', ' Music & Musicals']",2017,11,ksshitij chaudhary,ksshitij chaudhary,1,3,3,0,2017Q4,November,"Yaara O Dildaara Dramas, International Movies, Music & Musicals"
s8773,Movie,Yamla Pagla Deewana 2,Sangeeth Sivan,India,01-05-2017,2013,TV-14,147 min,"Action & Adventure, Comedies, International Movies",147,min,"['Action & Adventure', ' Comedies', ' International Movies']",2017,5,sangeeth sivan,sangeeth sivan,1,3,4,0,2017Q2,May,"Yamla Pagla Deewana 2 Action & Adventure, Comedies, International Movies"
s8774,Movie,Yanda Kartavya Aahe,Kedar Shinde,India,01-01-2018,2006,TV-PG,151 min,"Comedies, Dramas, International Movies",151,min,"['Comedies', ' Dramas', ' International Movies']",2018,1,kedar shinde,kedar shinde,1,3,3,0,2018Q1,January,"Yanda Kartavya Aahe Comedies, Dramas, International Movies"
s8775,Movie,يوم الدين,Abu Bakr Shawky,Egypt,22-10-2019,2018,TV-14,97 min,"Dramas, Independent Movies, International Movies",97,min,"['Dramas', ' Independent Movies', ' International Movies']",2019,10,abu bakr shawky,abu bakr shawky,1,3,2,1,2019Q4,October,"يوم الدين Dramas, Independent Movies, International Movies"
s8777,Movie,Yellowbird,Christian De Vita,France,05-08-2015,2014,PG,90 min,"Children & Family Movies, Comedies",90,min,"['Children & Family Movies', ' Comedies']",2015,8,christian de vita,christian de vita,1,2,1,0,2015Q3,August,"Yellowbird Children & Family Movies, Comedies"
s8778,Movie,Yes or No,Saratswadee Wongsomphet,Thailand,06-12-2018,2010,TV-PG,111 min,"International Movies, LGBTQ Movies, Romantic Movies",111,min,"['International Movies', ' LGBTQ Movies', ' Romantic Movies']",2018,12,saratswadee wongsomphet,saratswadee wongsomphet,1,3,3,0,2018Q4,December,"Yes or No International Movies, LGBTQ Movies, Romantic Movies"
s8779,Movie,Yes or No 2,Saratswadee Wongsomphet,Thailand,08-11-2018,2012,TV-PG,112 min,"International Movies, LGBTQ Movies, Romantic Movies",112,min,"['International Movies', ' LGBTQ Movies', ' Romantic Movies']",2018,11,saratswadee wongsomphet,saratswadee wongsomphet,1,3,4,0,2018Q4,November,"Yes or No 2 International Movies, LGBTQ Movies, Romantic Movies"
s8780,Movie,Yes or No 2.5,Kirati Nakintanon,Thailand,08-11-2018,2015,TV-PG,107 min,"International Movies, LGBTQ Movies, Romantic Movies",107,min,"['International Movies', ' LGBTQ Movies', ' Romantic Movies']",2018,11,kirati nakintanon,kirati nakintanon,1,3,4,0,2018Q4,November,"Yes or No 2.5 International Movies, LGBTQ Movies, Romantic Movies"
s8782,Movie,Yo-Kai Watch: The Movie,Mark Risley,Japan,01-12-2016,2016,TV-Y7,96 min,"Anime Features, Children & Family Movies",96,min,"['Anime Features', ' Children & Family Movies']",2016,12,mark risley,mark risley,1,2,4,0,2016Q4,December,"Yo-Kai Watch: The Movie Anime Features, Children & Family Movies"
s8783,Movie,Yoga Hosers,Kevin Smith,United States,02-12-2016,2016,PG-13,88 min,"Comedies, Horror Movies, Independent Movies",88,min,"['Comedies', ' Horror Movies', ' Independent Movies']",2016,12,kevin smith,kevin smith,1,3,2,0,2016Q4,December,"Yoga Hosers Comedies, Horror Movies, Independent Movies"
s8787,Movie,You Can Tutu,James Brown,United Kingdom,31-12-2017,2017,TV-G,87 min,Children & Family Movies,87,min,['Children & Family Movies'],2017,12,james brown,james brown,1,1,3,0,2017Q4,December,You Can Tutu Children & Family Movies
s8788,Movie,You Can’t Fight Christmas,Kenny Young,United States,19-12-2017,2017,TV-PG,85 min,"Comedies, Romantic Movies",85,min,"['Comedies', ' Romantic Movies']",2017,12,kenny young,kenny young,1,2,4,0,2017Q4,December,"You Can’t Fight Christmas Comedies, Romantic Movies"
s8789,Movie,You Carry Me,Ivona Juka,Croatia,01-07-2016,2015,TV-MA,157 min,"Dramas, International Movies",157,min,"['Dramas', ' International Movies']",2016,7,ivona juka,ivona juka,1,2,3,0,2016Q3,July,"You Carry Me Dramas, International Movies"
s8790,Movie,You Changed My Life,Cathy Garcia-Molina,Philippines,27-02-2019,2009,TV-PG,116 min,"Comedies, Dramas, International Movies",116,min,"['Comedies', ' Dramas', ' International Movies']",2019,2,cathy garcia-molina,cathy garcia-molina,1,3,4,1,2019Q1,February,"You Changed My Life Comedies, Dramas, International Movies"
s8791,Movie,You Don't Mess with the Zohan,Dennis Dugan,United States,01-09-2019,2008,UR,113 min,"Action & Adventure, Comedies",113,min,"['Action & Adventure', ' Comedies']",2019,9,dennis dugan,dennis dugan,1,2,6,1,2019Q3,September,"You Don't Mess with the Zohan Action & Adventure, Comedies"
s8792,Movie,Young Adult,Jason Reitman,United States,20-11-2019,2011,R,94 min,"Comedies, Dramas, Independent Movies",94,min,"['Comedies', ' Dramas', ' Independent Movies']",2019,11,jason reitman,jason reitman,1,3,2,1,2019Q4,November,"Young Adult Comedies, Dramas, Independent Movies"
s8793,Movie,Young Tiger,Mu Chu,Hong Kong,01-11-2016,1973,NR,81 min,"Action & Adventure, International Movies",81,min,"['Action & Adventure', ' International Movies']",2016,11,mu chu,mu chu,1,2,2,0,2016Q4,November,"Young Tiger Action & Adventure, International Movies"
s8794,Movie,"Yours, Mine and Ours",Raja Gosnell,United States,20-11-2019,2005,PG,88 min,"Children & Family Movies, Comedies",88,min,"['Children & Family Movies', ' Comedies']",2019,11,raja gosnell,raja gosnell,1,2,4,1,2019Q4,November,"Yours, Mine and Ours Children & Family Movies, Comedies"
s8795,Movie,اشتباك,Mohamed Diab,Egypt,11-10-2018,2016,TV-14,98 min,"Dramas, Independent Movies, International Movies",98,min,"['Dramas', ' Independent Movies', ' International Movies']",2018,10,mohamed diab,mohamed diab,1,3,1,0,2018Q4,October,"اشتباك Dramas, Independent Movies, International Movies"
s8799,Movie,Zed Plus,Chandra Prakash Dwivedi,India,31-12-2019,2014,TV-MA,131 min,"Comedies, Dramas, International Movies",131,min,"['Comedies', ' Dramas', ' International Movies']",2019,12,chandra prakash dwivedi,chandra prakash dwivedi,1,3,2,1,2019Q4,December,"Zed Plus Comedies, Dramas, International Movies"
s8800,Movie,Zenda,Avadhoot Gupte,India,15-02-2018,2009,TV-14,120 min,"Dramas, International Movies",120,min,"['Dramas', ' International Movies']",2018,2,avadhoot gupte,avadhoot gupte,1,2,1,0,2018Q1,February,"Zenda Dramas, International Movies"
s8804,TV Show,Zombie Dumb,Not Given,Pakistan,01-07-2019,2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",2,Seasons,"[""Kids' TV"", ' Korean TV Shows', ' TV Comedies']",2019,7,not given,not given,0,3,2,1,2019Q3,July,"Zombie Dumb Kids' TV, Korean TV Shows, TV Comedies"
s8802,Movie,Zinzana,Majid Al Ansari,United Arab Emirates,09-03-2016,2015,TV-MA,96 min,"Dramas, International Movies, Thrillers",96,min,"['Dramas', ' International Movies', ' Thrillers']",2016,3,majid al ansari,majid al ansari,1,3,1,0,2016Q1,March,"Zinzana Dramas, International Movies, Thrillers"
s8803,Movie,Zodiac,David Fincher,United States,20-11-2019,2007,R,158 min,"Cult Movies, Dramas, Thrillers",158,min,"['Cult Movies', ' Dramas', ' Thrillers']",2019,11,david fincher,david fincher,1,3,1,1,2019Q4,November,"Zodiac Cult Movies, Dramas, Thrillers"
s8805,Movie,Zombieland,Ruben Fleischer,United States,01-11-2019,2009,R,88 min,"Comedies, Horror Movies",88,min,"['Comedies', ' Horror Movies']",2019,11,ruben fleischer,ruben fleischer,1,2,1,1,2019Q4,November,"Zombieland Comedies, Horror Movies"
s8806,Movie,Zoom,Peter Hewitt,United States,11-01-2020,2006,PG,88 min,"Children & Family Movies, Comedies",88,min,"['Children & Family Movies', ' Comedies']",2020,1,peter hewitt,peter hewitt,1,2,1,1,2020Q1,January,"Zoom Children & Family Movies, Comedies"
s8807,Movie,Zubaan,Mozez Singh,India,02-03-2019,2015,TV-14,111 min,"Dramas, International Movies, Music & Musicals",111,min,"['Dramas', ' International Movies', ' Music & Musicals']",2019,3,mozez singh,mozez singh,1,3,1,1,2019Q1,March,"Zubaan Dramas, International Movies, Music & Musicals"
s998,TV Show,Life in Color with David Attenborough,Alastair Fothergill,United Kingdom,22-04-2021,2021,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",1,Season,"['British TV Shows', ' Docuseries', ' International TV Shows']",2021,4,alastair fothergill,alastair fothergill,0,3,6,1,2021Q2,April,"Life in Color with David Attenborough British TV Shows, Docuseries, International TV Shows"
s3574,Movie,Our Planet - Behind The Scenes,Alastair Fothergill,United Kingdom,20-08-2019,2019,TV-G,63 min,Documentaries,63,min,['Documentaries'],2019,8,alastair fothergill,alastair fothergill,1,1,6,1,2019Q3,August,Our Planet - Behind The Scenes Documentaries
s3939,TV Show,Our Planet,Alastair Fothergill,United Kingdom,05-04-2019,2019,TV-PG,1 Season,"Docuseries, Science & Nature TV",1,Season,"['Docuseries', ' Science & Nature TV']",2019,4,alastair fothergill,alastair fothergill,0,2,2,1,2019Q2,April,"Our Planet Docuseries, Science & Nature TV"
s6095,TV Show,Africa,Alastair Fothergill,United Kingdom,28-04-2016,2013,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",1,Season,"['British TV Shows', ' Docuseries', ' International TV Shows']",2016,4,alastair fothergill,alastair fothergill,0,3,1,0,2016Q2,April,"Africa British TV Shows, Docuseries, International TV Shows"
s6342,TV Show,Blue Planet II,Alastair Fothergill,United Kingdom,03-12-2018,2017,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",1,Season,"['British TV Shows', ' Docuseries', ' Science & Nature TV']",2018,12,alastair fothergill,alastair fothergill,0,3,3,0,2018Q4,December,"Blue Planet II British TV Shows, Docuseries, Science & Nature TV"
s6812,Movie,Frozen Planet: On Thin Ice,Alastair Fothergill,United Kingdom,28-01-2016,2011,TV-PG,47 min,Movies,47,min,['Movies'],2016,1,alastair fothergill,alastair fothergill,1,1,5,0,2016Q1,January,Frozen Planet: On Thin Ice Movies
s6813,Movie,Frozen Planet: The Epic Journey,Alastair Fothergill,United Kingdom,28-01-2016,2011,TV-PG,52 min,Movies,52,min,['Movies'],2016,1,alastair fothergill,alastair fothergill,1,1,5,0,2016Q1,January,Frozen Planet: The Epic Journey Movies
s7301,TV Show,Life on Location,Alastair Fothergill,United Kingdom,22-04-2015,2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",1,Season,"['British TV Shows', ' Docuseries', ' Science & Nature TV']",2015,4,alastair fothergill,alastair fothergill,0,3,3,0,2015Q2,April,"Life on Location British TV Shows, Docuseries, Science & Nature TV"
